event_id,customer_id,lat,lon,detected_store_id,distance_meters,weather,timestamp
90049,1210,18.586337,73.874209,2033,966,Clear,02-12-2025 19:17
90050,1481,18.588513,73.872718,2015,837,Cold,02-12-2025 11:51
90051,1100,18.469891,73.802444,2183,759,Hot,02-12-2025 06:15
90052,1344,18.579194,73.93172,2139,46,Hot,02-12-2025 17:42
90053,1062,18.50648,73.806668,2153,831,Clear,01-12-2025 14:50
90054,1323,18.501597,73.78351,2084,968,Rainy,01-12-2025 18:25
90055,1481,18.591432,73.871032,2109,511,Clear,01-12-2025 10:16
90056,1298,18.497686,73.917691,2165,1060,Rainy,01-12-2025 21:15
90057,1292,18.450132,73.787477,2128,1171,Hot,01-12-2025 16:27
90058,1500,18.45967,73.817457,2003,118,Cold,02-12-2025 08:53
90059,1228,18.597125,73.841678,2181,292,Hot,02-12-2025 17:39
90060,1374,18.497785,73.907892,2198,60,Clear,03-12-2025 03:50
90061,1364,18.46937,73.886083,2047,307,Hot,02-12-2025 03:11
90062,1177,18.519857,73.931809,2075,795,Rainy,03-12-2025 03:57
90063,1041,18.44693,73.837192,2189,724,Hot,01-12-2025 16:41
90064,1164,18.560219,73.853013,2053,1133,Hot,02-12-2025 17:06
90065,1284,18.569014,73.931492,2024,1137,Hot,03-12-2025 02:36
90066,1156,18.514547,73.786701,2002,1018,Cold,02-12-2025 06:07
90067,1413,18.458069,73.930535,2001,751,Rainy,02-12-2025 00:33
90068,1073,18.515276,73.823172,2112,1073,Rainy,01-12-2025 08:00
90069,1233,18.51834,73.903138,2190,54,Cold,02-12-2025 23:07
90070,1210,18.585842,73.873786,2156,855,Hot,02-12-2025 15:52
90071,1055,18.531181,73.784449,2082,799,Rainy,01-12-2025 12:50
90072,1477,18.444166,73.877014,2047,995,Cold,02-12-2025 12:45
90073,1286,18.554649,73.784924,2198,323,Clear,02-12-2025 08:04
90074,1088,18.571201,73.839462,2080,177,Rainy,01-12-2025 18:38
90075,1446,18.540787,73.833045,2110,398,Clear,01-12-2025 14:33
90076,1209,18.582471,73.799693,2144,539,Rainy,01-12-2025 22:08
90077,1476,18.594333,73.896945,2032,872,Hot,02-12-2025 17:18
90078,1173,18.570733,73.818958,2171,852,Clear,02-12-2025 00:02
90079,1479,18.556093,73.846062,2090,1160,Cold,01-12-2025 20:24
90080,1386,18.506447,73.869344,2084,600,Clear,03-12-2025 04:52
90081,1328,18.50118,73.880349,2172,910,Hot,01-12-2025 05:06
90082,1151,18.523449,73.791528,2011,371,Cold,01-12-2025 14:16
90083,1281,18.546388,73.815077,2017,57,Cold,02-12-2025 05:24
90084,1176,18.561898,73.891251,2125,1036,Cold,02-12-2025 02:54
90085,1024,18.53191,73.792666,2135,48,Rainy,02-12-2025 08:07
90086,1147,18.457428,73.901768,2022,762,Clear,01-12-2025 19:05
90087,1156,18.513004,73.78603,2149,506,Clear,01-12-2025 23:31
90088,1061,18.551929,73.823334,2110,239,Clear,02-12-2025 04:06
90089,1497,18.582699,73.905909,2112,187,Rainy,01-12-2025 05:55
90090,1226,18.511007,73.815395,2170,734,Clear,03-12-2025 02:02
90091,1172,18.442511,73.859958,2142,621,Clear,01-12-2025 06:26
90092,1321,18.536337,73.785864,2123,52,Hot,01-12-2025 11:32
90093,1334,18.540754,73.93552,2099,640,Cold,01-12-2025 07:40
90094,1179,18.502354,73.901697,2190,1041,Clear,02-12-2025 12:41
90095,1288,18.439654,73.893153,2056,831,Cold,01-12-2025 17:37
90096,1186,18.478983,73.802281,2084,1049,Clear,01-12-2025 17:49
90097,1121,18.551434,73.831991,2090,137,Cold,01-12-2025 06:17
90098,1332,18.589839,73.866826,2163,838,Hot,02-12-2025 11:03
90099,1021,18.525269,73.859271,2187,76,Cold,02-12-2025 03:06
90100,1364,18.47225,73.886191,2141,42,Cold,01-12-2025 13:02
90101,1378,18.546298,73.842507,2107,1020,Rainy,02-12-2025 06:04
90102,1295,18.564842,73.930994,2097,229,Hot,03-12-2025 01:23
90103,1230,18.601756,73.808344,2054,155,Hot,03-12-2025 04:05
90104,1060,18.471011,73.869272,2102,837,Clear,02-12-2025 12:52
90105,1321,18.534279,73.786438,2140,607,Hot,01-12-2025 09:12
90106,1050,18.551867,73.819091,2094,116,Clear,02-12-2025 01:21
90107,1210,18.58651,73.873891,2099,319,Cold,01-12-2025 21:07
90108,1179,18.500966,73.902496,2057,868,Clear,02-12-2025 19:50
90109,1232,18.519642,73.917938,2102,357,Rainy,01-12-2025 10:34
90110,1382,18.448349,73.881682,2164,637,Hot,02-12-2025 08:42
90111,1324,18.585879,73.789037,2145,1040,Hot,02-12-2025 20:22
90112,1113,18.540587,73.919784,2023,694,Hot,02-12-2025 22:15
90113,1143,18.491937,73.805489,2045,788,Clear,02-12-2025 09:47
90114,1230,18.601339,73.80739,2023,859,Cold,03-12-2025 02:24
90115,1054,18.598563,73.795032,2095,384,Hot,02-12-2025 10:04
90116,1338,18.475078,73.87091,2129,298,Hot,01-12-2025 09:41
90117,1132,18.552306,73.803264,2023,1179,Clear,02-12-2025 13:08
90118,1286,18.551275,73.784436,2012,525,Hot,01-12-2025 21:53
90119,1416,18.570833,73.925574,2141,398,Hot,02-12-2025 11:08
90120,1377,18.519138,73.87907,2043,644,Rainy,01-12-2025 18:29
90121,1411,18.50216,73.916449,2125,581,Clear,02-12-2025 06:27
90122,1458,18.516533,73.852966,2070,11,Rainy,01-12-2025 21:23
90123,1098,18.567978,73.873945,2073,322,Cold,02-12-2025 03:22
90124,1102,18.448333,73.908794,2037,886,Rainy,02-12-2025 22:40
90125,1063,18.446389,73.877807,2177,742,Cold,02-12-2025 23:49
90126,1181,18.488561,73.838105,2070,276,Cold,02-12-2025 18:48
90127,1189,18.601651,73.854532,2103,1113,Clear,01-12-2025 15:55
90128,1270,18.513231,73.858551,2045,32,Hot,02-12-2025 17:42
90129,1097,18.444025,73.922934,2053,633,Clear,02-12-2025 15:40
90130,1272,18.546194,73.881076,2027,513,Rainy,01-12-2025 23:29
90131,1125,18.467814,73.891723,2040,843,Rainy,01-12-2025 20:25
90132,1225,18.543529,73.841236,2075,894,Cold,01-12-2025 16:12
90133,1298,18.498182,73.918604,2163,604,Hot,01-12-2025 13:57
90134,1235,18.589191,73.935775,2193,607,Rainy,01-12-2025 11:12
90135,1100,18.467546,73.802698,2019,417,Hot,01-12-2025 17:29
90136,1081,18.510384,73.930049,2187,830,Hot,01-12-2025 16:21
90137,1494,18.468481,73.898933,2002,681,Rainy,01-12-2025 23:39
90138,1331,18.495666,73.83951,2129,433,Rainy,03-12-2025 02:47
90139,1462,18.598805,73.892115,2183,427,Clear,01-12-2025 17:52
90140,1125,18.468747,73.889725,2078,89,Rainy,01-12-2025 12:42
90141,1103,18.535264,73.856511,2027,658,Clear,01-12-2025 15:48
90142,1144,18.590731,73.934013,2139,28,Rainy,02-12-2025 10:55
90143,1445,18.524228,73.929862,2031,459,Cold,02-12-2025 14:58
90144,1397,18.491326,73.892964,2172,498,Hot,01-12-2025 13:28
90145,1126,18.523015,73.794204,2067,182,Cold,01-12-2025 10:52
90146,1194,18.534002,73.831101,2199,878,Clear,01-12-2025 16:40
90147,1367,18.567069,73.78783,2098,728,Clear,02-12-2025 08:00
90148,1211,18.486166,73.790158,2168,362,Rainy,02-12-2025 06:27
90149,1328,18.501076,73.879567,2155,274,Rainy,02-12-2025 04:34
90150,1357,18.557401,73.793556,2038,877,Clear,02-12-2025 11:16
90151,1065,18.48291,73.904567,2017,128,Cold,03-12-2025 02:41
90152,1433,18.563675,73.813035,2158,1196,Hot,01-12-2025 05:39
90153,1315,18.599289,73.828461,2135,136,Clear,01-12-2025 12:00
90154,1182,18.521031,73.785021,2048,870,Hot,01-12-2025 22:37
90155,1274,18.520267,73.875378,2055,862,Clear,02-12-2025 00:36
90156,1478,18.453544,73.911516,2042,237,Cold,03-12-2025 02:02
90157,1101,18.466247,73.788644,2014,1081,Hot,02-12-2025 23:04
90158,1297,18.56836,73.863346,2005,404,Clear,01-12-2025 09:12
90159,1468,18.484334,73.784997,2014,703,Hot,02-12-2025 16:12
90160,1004,18.576393,73.916638,2162,368,Cold,01-12-2025 17:14
90161,1458,18.514682,73.854052,2168,924,Rainy,03-12-2025 00:30
90162,1273,18.488963,73.883871,2031,681,Rainy,02-12-2025 17:58
90163,1089,18.457173,73.791462,2035,1182,Hot,02-12-2025 16:22
90164,1020,18.473817,73.892674,2029,612,Rainy,01-12-2025 13:00
90165,1152,18.489275,73.892384,2126,758,Cold,02-12-2025 12:00
90166,1206,18.472955,73.885105,2080,744,Cold,01-12-2025 20:00
90167,1417,18.553352,73.881996,2162,1180,Rainy,02-12-2025 09:28
90168,1211,18.486084,73.789618,2154,1076,Rainy,01-12-2025 18:17
90169,1327,18.559451,73.912845,2167,753,Clear,02-12-2025 08:41
90170,1125,18.466079,73.891806,2139,1014,Cold,03-12-2025 02:16
90171,1383,18.516408,73.873395,2119,69,Clear,02-12-2025 15:23
90172,1049,18.514074,73.780285,2162,164,Rainy,02-12-2025 02:41
90173,1002,18.560249,73.803274,2073,400,Rainy,02-12-2025 11:52
90174,1345,18.53666,73.849095,2108,1194,Hot,02-12-2025 09:49
90175,1160,18.485213,73.928642,2104,68,Clear,01-12-2025 08:05
90176,1471,18.472047,73.779965,2054,674,Rainy,03-12-2025 04:34
90177,1090,18.581254,73.893043,2099,116,Rainy,02-12-2025 23:28
90178,1067,18.55216,73.906042,2195,796,Hot,02-12-2025 12:35
90179,1150,18.568232,73.827864,2014,1130,Rainy,02-12-2025 15:14
90180,1044,18.590198,73.868007,2177,924,Clear,01-12-2025 09:15
90181,1239,18.490542,73.887275,2190,517,Clear,02-12-2025 04:44
90182,1327,18.556419,73.915084,2147,746,Clear,01-12-2025 12:45
90183,1006,18.475349,73.926497,2002,686,Hot,01-12-2025 20:59
90184,1184,18.491061,73.92938,2041,859,Rainy,02-12-2025 02:32
90185,1410,18.567299,73.920452,2111,493,Cold,02-12-2025 15:50
90186,1484,18.532026,73.91514,2008,312,Rainy,01-12-2025 14:42
90187,1051,18.557304,73.931044,2014,817,Hot,02-12-2025 05:19
90188,1151,18.524379,73.790339,2149,348,Rainy,02-12-2025 02:25
90189,1148,18.585553,73.791008,2021,621,Clear,02-12-2025 02:21
90190,1099,18.495411,73.804989,2039,268,Hot,01-12-2025 07:39
90191,1253,18.56166,73.923298,2178,717,Rainy,02-12-2025 00:25
90192,1238,18.495513,73.828532,2134,1078,Clear,01-12-2025 23:53
90193,1128,18.582337,73.899995,2026,982,Clear,02-12-2025 05:59
90194,1035,18.460363,73.85185,2067,337,Cold,02-12-2025 20:39
90195,1257,18.535205,73.80341,2080,751,Cold,01-12-2025 22:46
90196,1345,18.540169,73.852439,2053,913,Clear,01-12-2025 18:52
90197,1136,18.461439,73.818301,2024,1179,Clear,01-12-2025 23:15
90198,1464,18.55389,73.911988,2082,114,Cold,01-12-2025 18:28
90199,1131,18.562726,73.844979,2002,255,Clear,01-12-2025 17:12
90200,1237,18.495522,73.803241,2008,797,Clear,02-12-2025 14:04
90201,1054,18.599556,73.79708,2173,262,Hot,02-12-2025 13:34
90202,1341,18.4673,73.79666,2134,184,Hot,02-12-2025 17:16
90203,1163,18.539597,73.843175,2121,784,Cold,01-12-2025 22:22
90204,1292,18.450015,73.786648,2017,654,Cold,02-12-2025 19:38
90205,1364,18.469079,73.885701,2113,1137,Rainy,02-12-2025 07:54
90206,1144,18.59288,73.934691,2053,560,Rainy,02-12-2025 07:02
90207,1432,18.538196,73.819902,2018,255,Cold,01-12-2025 18:39
90208,1203,18.540363,73.916435,2112,300,Cold,01-12-2025 14:38
90209,1432,18.539897,73.821921,2016,876,Cold,02-12-2025 19:54
90210,1217,18.46551,73.93041,2131,540,Hot,03-12-2025 01:06
90211,1483,18.461075,73.8837,2153,717,Clear,01-12-2025 07:22
90212,1122,18.461832,73.875294,2072,870,Hot,02-12-2025 05:53
90213,1254,18.562998,73.829741,2074,874,Cold,02-12-2025 05:27
90214,1051,18.556055,73.934074,2111,558,Cold,03-12-2025 04:24
90215,1331,18.496803,73.841921,2074,216,Clear,02-12-2025 13:34
90216,1335,18.50393,73.898045,2027,463,Cold,01-12-2025 06:26
90217,1124,18.523412,73.924258,2162,220,Clear,01-12-2025 16:57
90218,1024,18.531487,73.795598,2164,995,Hot,01-12-2025 11:06
90219,1232,18.520453,73.919009,2192,774,Clear,02-12-2025 20:58
90220,1117,18.597867,73.855133,2004,566,Clear,02-12-2025 05:36
90221,1328,18.501619,73.87751,2073,1005,Cold,01-12-2025 16:48
90222,1115,18.539806,73.815101,2096,965,Rainy,01-12-2025 21:38
90223,1049,18.513452,73.77891,2171,878,Cold,02-12-2025 17:43
90224,1124,18.522255,73.920883,2020,995,Cold,03-12-2025 01:32
90225,1289,18.522706,73.836708,2055,975,Clear,02-12-2025 23:05
90226,1168,18.507206,73.867655,2160,819,Hot,02-12-2025 09:32
90227,1184,18.491566,73.931661,2044,1161,Clear,02-12-2025 05:14
90228,1182,18.517913,73.785093,2009,722,Hot,01-12-2025 11:33
90229,1137,18.502237,73.848344,2115,318,Hot,02-12-2025 00:06
90230,1106,18.535311,73.927322,2190,357,Cold,02-12-2025 23:29
90231,1047,18.480668,73.851937,2153,714,Cold,03-12-2025 02:32
90232,1473,18.593445,73.877249,2163,785,Rainy,01-12-2025 17:33
90233,1314,18.47542,73.853529,2007,1050,Clear,02-12-2025 00:25
90234,1391,18.580887,73.85442,2032,312,Clear,01-12-2025 19:34
90235,1072,18.51315,73.815661,2142,309,Rainy,02-12-2025 13:49
90236,1169,18.500559,73.911336,2100,1000,Hot,02-12-2025 19:07
90237,1363,18.57,73.862056,2055,1068,Cold,01-12-2025 21:51
90238,1236,18.525898,73.805954,2180,242,Cold,02-12-2025 22:24
90239,1255,18.521649,73.802738,2168,1017,Rainy,02-12-2025 18:36
90240,1120,18.51093,73.934321,2180,1008,Cold,02-12-2025 15:59
90241,1459,18.5955,73.807193,2080,314,Clear,01-12-2025 08:44
90242,1305,18.548244,73.923,2062,990,Cold,02-12-2025 20:56
90243,1034,18.47764,73.883107,2159,593,Rainy,02-12-2025 04:10
90244,1169,18.502983,73.911653,2146,283,Cold,02-12-2025 12:37
90245,1414,18.452555,73.875779,2001,1181,Cold,02-12-2025 02:57
90246,1281,18.545456,73.817607,2126,1017,Rainy,02-12-2025 00:18
90247,1251,18.505307,73.800494,2054,947,Cold,01-12-2025 20:03
90248,1321,18.536177,73.786055,2026,869,Clear,02-12-2025 19:48
90249,1165,18.493864,73.787554,2027,213,Clear,02-12-2025 11:40
90250,1016,18.464611,73.806764,2122,677,Rainy,02-12-2025 01:56
90251,1092,18.470596,73.890382,2067,834,Cold,01-12-2025 14:51
90252,1365,18.572589,73.798381,2188,217,Rainy,02-12-2025 13:43
90253,1093,18.559714,73.810118,2059,353,Clear,01-12-2025 12:29
90254,1386,18.506391,73.868703,2083,976,Clear,01-12-2025 11:11
90255,1427,18.515039,73.84646,2027,514,Hot,03-12-2025 04:13
90256,1288,18.441566,73.89299,2113,1068,Rainy,01-12-2025 18:09
90257,1487,18.52541,73.831177,2029,873,Rainy,02-12-2025 18:51
90258,1004,18.576741,73.915835,2159,433,Hot,03-12-2025 00:10
90259,1039,18.527372,73.894419,2115,1117,Cold,02-12-2025 09:26
90260,1403,18.588514,73.874099,2198,509,Clear,02-12-2025 14:43
90261,1333,18.550364,73.930104,2113,478,Clear,02-12-2025 22:07
90262,1032,18.566074,73.931642,2172,517,Cold,02-12-2025 00:17
90263,1161,18.537575,73.887287,2079,68,Hot,01-12-2025 17:32
90264,1165,18.495015,73.789426,2060,734,Cold,01-12-2025 05:46
90265,1438,18.44343,73.790442,2053,545,Clear,02-12-2025 20:02
90266,1285,18.495486,73.897719,2046,1161,Rainy,01-12-2025 15:25
90267,1477,18.444292,73.877405,2035,1100,Cold,01-12-2025 17:15
90268,1392,18.511535,73.907303,2043,702,Hot,02-12-2025 03:18
90269,1191,18.590725,73.896405,2110,608,Clear,02-12-2025 05:42
90270,1121,18.550287,73.832612,2056,73,Hot,03-12-2025 03:55
90271,1457,18.473262,73.883928,2127,129,Hot,02-12-2025 13:34
90272,1052,18.449679,73.787381,2147,146,Hot,02-12-2025 22:18
90273,1303,18.526353,73.879288,2086,695,Rainy,03-12-2025 03:14
90274,1372,18.454407,73.850331,2030,394,Cold,03-12-2025 00:56
90275,1040,18.57517,73.924436,2120,22,Rainy,01-12-2025 17:44
90276,1015,18.498673,73.841623,2107,204,Rainy,03-12-2025 01:23
90277,1471,18.470557,73.781452,2095,1064,Rainy,03-12-2025 01:48
90278,1201,18.534405,73.803366,2047,558,Hot,02-12-2025 07:21
90279,1139,18.590935,73.829349,2123,504,Rainy,02-12-2025 02:52
90280,1032,18.5677,73.930697,2197,874,Cold,02-12-2025 19:18
90281,1172,18.442793,73.859886,2184,453,Hot,01-12-2025 20:58
90282,1013,18.493876,73.871024,2116,330,Clear,01-12-2025 07:51
90283,1339,18.597422,73.889226,2155,51,Rainy,02-12-2025 06:15
90284,1006,18.475596,73.929316,2138,207,Hot,01-12-2025 13:48
90285,1383,18.517253,73.873053,2068,573,Cold,01-12-2025 21:23
90286,1381,18.539141,73.937452,2179,1108,Clear,01-12-2025 20:31
90287,1018,18.594839,73.867709,2081,538,Clear,01-12-2025 06:47
90288,1458,18.516948,73.853327,2095,672,Hot,01-12-2025 17:49
90289,1289,18.521642,73.839442,2045,104,Clear,02-12-2025 00:26
90290,1308,18.495828,73.885644,2189,502,Clear,03-12-2025 03:20
90291,1443,18.589059,73.883554,2161,165,Cold,03-12-2025 02:40
90292,1027,18.569343,73.849368,2100,985,Clear,01-12-2025 11:31
90293,1403,18.588814,73.873008,2070,892,Cold,02-12-2025 06:34
90294,1026,18.442456,73.895403,2004,87,Cold,03-12-2025 02:22
90295,1131,18.563227,73.842198,2092,520,Hot,02-12-2025 01:03
90296,1375,18.526234,73.798709,2138,907,Cold,02-12-2025 16:41
90297,1459,18.596074,73.807592,2142,1194,Rainy,02-12-2025 08:33
90298,1228,18.595465,73.840886,2109,128,Clear,02-12-2025 15:05
90299,1309,18.529336,73.835689,2085,167,Clear,01-12-2025 16:10
90300,1055,18.530872,73.786564,2099,727,Rainy,01-12-2025 05:11
90301,1061,18.549478,73.821776,2095,1164,Cold,01-12-2025 09:17
90302,1174,18.454387,73.83791,2006,904,Clear,01-12-2025 16:53
90303,1351,18.487794,73.86359,2071,990,Hot,02-12-2025 00:53
90304,1427,18.513905,73.843047,2026,86,Rainy,02-12-2025 17:43
90305,1235,18.589482,73.937201,2103,971,Clear,02-12-2025 17:17
90306,1052,18.446795,73.785799,2106,1049,Cold,02-12-2025 07:47
90307,1145,18.572073,73.927773,2094,1039,Rainy,02-12-2025 10:48
90308,1341,18.470761,73.795951,2139,471,Rainy,01-12-2025 16:04
90309,1046,18.470349,73.86091,2062,914,Rainy,02-12-2025 09:18
90310,1143,18.49043,73.805277,2197,1014,Rainy,01-12-2025 10:59
90311,1295,18.566221,73.931287,2024,550,Cold,01-12-2025 14:29
90312,1157,18.507551,73.889805,2006,15,Cold,02-12-2025 01:06
90313,1279,18.455613,73.923491,2066,834,Rainy,01-12-2025 10:51
90314,1287,18.570402,73.809023,2190,1035,Hot,01-12-2025 12:18
90315,1385,18.583558,73.906986,2063,984,Hot,01-12-2025 06:35
90316,1412,18.532621,73.824824,2066,1176,Hot,02-12-2025 14:06
90317,1128,18.581126,73.902962,2071,308,Cold,02-12-2025 20:58
90318,1233,18.517437,73.900956,2032,872,Rainy,01-12-2025 13:54
90319,1223,18.442434,73.843074,2118,890,Hot,01-12-2025 23:57
90320,1042,18.474931,73.789033,2151,251,Rainy,02-12-2025 02:32
90321,1065,18.484393,73.90456,2088,1186,Rainy,02-12-2025 20:51
90322,1255,18.523851,73.801926,2004,1092,Cold,01-12-2025 22:28
90323,1295,18.564327,73.932131,2030,58,Cold,01-12-2025 05:34
90324,1408,18.541288,73.912908,2188,856,Hot,03-12-2025 01:43
90325,1402,18.55082,73.874051,2115,982,Hot,02-12-2025 21:01
90326,1231,18.521764,73.838936,2120,118,Rainy,02-12-2025 02:30
90327,1357,18.557076,73.790863,2022,742,Cold,02-12-2025 08:33
90328,1328,18.503906,73.876969,2159,1107,Cold,01-12-2025 19:43
90329,1200,18.571911,73.869836,2162,448,Hot,02-12-2025 10:17
90330,1383,18.518876,73.873075,2141,556,Cold,02-12-2025 04:35
90331,1336,18.557306,73.813631,2122,804,Hot,02-12-2025 13:46
90332,1140,18.501336,73.886103,2048,11,Cold,03-12-2025 03:10
90333,1488,18.573334,73.904852,2056,25,Hot,02-12-2025 17:24
90334,1067,18.553523,73.907214,2136,297,Hot,02-12-2025 00:46
90335,1451,18.45084,73.819614,2143,1024,Clear,01-12-2025 12:39
90336,1481,18.588643,73.87291,2041,878,Hot,03-12-2025 03:26
90337,1416,18.569206,73.923709,2157,1111,Clear,01-12-2025 06:46
90338,1349,18.447643,73.834195,2079,546,Rainy,01-12-2025 06:23
90339,1422,18.559759,73.882369,2074,407,Cold,03-12-2025 01:44
90340,1426,18.441152,73.880425,2102,215,Hot,02-12-2025 03:15
90341,1400,18.465327,73.820626,2120,1081,Cold,02-12-2025 18:56
90342,1148,18.584442,73.791735,2145,137,Clear,02-12-2025 00:43
90343,1298,18.495676,73.916747,2086,49,Hot,02-12-2025 16:27
90344,1019,18.535314,73.88464,2026,800,Clear,02-12-2025 03:42
90345,1032,18.565612,73.930953,2123,1048,Rainy,02-12-2025 13:56
90346,1011,18.479956,73.868475,2135,134,Rainy,02-12-2025 13:23
90347,1423,18.554081,73.924202,2189,1191,Clear,02-12-2025 18:48
90348,1154,18.56374,73.884257,2060,369,Hot,01-12-2025 11:17
90349,1400,18.464229,73.822988,2072,581,Clear,01-12-2025 12:53
90350,1345,18.539165,73.849598,2148,726,Clear,02-12-2025 20:30
90351,1434,18.545096,73.894824,2077,866,Cold,03-12-2025 02:13
90352,1278,18.471282,73.839877,2040,1138,Hot,01-12-2025 09:26
90353,1469,18.583719,73.84807,2092,719,Clear,02-12-2025 23:07
90354,1097,18.44381,73.923625,2060,1157,Clear,02-12-2025 02:20
90355,1222,18.527762,73.779765,2175,891,Cold,02-12-2025 17:52
90356,1149,18.580108,73.77963,2049,1147,Rainy,01-12-2025 18:01
90357,1382,18.447863,73.882339,2074,330,Cold,02-12-2025 01:04
90358,1124,18.524179,73.920906,2079,1131,Cold,03-12-2025 01:11
90359,1375,18.527524,73.79895,2046,923,Hot,02-12-2025 19:08
90360,1233,18.515784,73.899916,2148,423,Clear,01-12-2025 23:53
90361,1431,18.532601,73.868828,2085,726,Rainy,02-12-2025 17:35
90362,1075,18.539494,73.923062,2072,630,Rainy,01-12-2025 19:10
90363,1368,18.472818,73.881906,2119,1003,Rainy,01-12-2025 15:56
90364,1427,18.514973,73.84433,2069,167,Rainy,01-12-2025 14:45
90365,1260,18.489897,73.859536,2125,988,Cold,01-12-2025 16:50
90366,1316,18.534201,73.921236,2022,111,Cold,03-12-2025 03:47
90367,1439,18.552423,73.796893,2043,777,Hot,02-12-2025 06:16
90368,1052,18.44598,73.785479,2191,653,Hot,02-12-2025 13:03
90369,1073,18.511804,73.826622,2005,590,Clear,02-12-2025 09:53
90370,1236,18.527521,73.806007,2027,1165,Clear,02-12-2025 19:17
90371,1128,18.582828,73.900262,2177,513,Hot,03-12-2025 01:00
90372,1187,18.563914,73.880804,2113,1088,Clear,02-12-2025 07:54
90373,1184,18.489507,73.929868,2082,66,Clear,01-12-2025 10:41
90374,1033,18.570327,73.800322,2170,167,Clear,02-12-2025 20:48
90375,1190,18.517836,73.846716,2102,912,Rainy,02-12-2025 22:25
90376,1356,18.52758,73.804126,2012,139,Hot,02-12-2025 09:03
90377,1487,18.527115,73.834957,2116,741,Hot,03-12-2025 03:04
90378,1004,18.577064,73.914281,2048,217,Hot,02-12-2025 13:34
90379,1305,18.547157,73.924492,2124,95,Clear,03-12-2025 04:41
90380,1149,18.578986,73.779379,2145,356,Hot,02-12-2025 17:42
90381,1283,18.566664,73.846396,2158,328,Rainy,02-12-2025 10:05
90382,1040,18.573961,73.924597,2054,1078,Hot,02-12-2025 04:43
